word,lm_score,ngram_size,oov,silence_within,missed_speech_before,logits_median,start_time,end_time
ballonnen,-2.7561118602752686,3,False,-0.06168833713708028,,-2.420064091682434,512.36,513.02
ga,-4.020148754119873,1,False,,,-2.5747876167297363,513.96,514.04
ik,-1.3750340938568115,2,False,,-0.1799840957003236,-2.2724133729934692,514.28,514.4
de,-1.7571035623550415,3,False,,-0.10031515677476292,-2.659523606300354,514.5,514.56
zal,-4.331804275512695,3,False,-0.4070136557851989,-0.16512891138981808,-2.2623186111450195,514.74,514.94
versere,-5.950235843658447,2,False,-0.05168231685972418,,-1.8560168147087097,515.54,519.82
voor,-0.6471145153045654,3,False,-0.2677997389003647,-0.15105151038723064,-2.0998343229293823,520.0,520.14
cadeau,-4.834921360015869,2,False,-0.262029109148334,-0.1668799421795651,-2.631749987602234,520.34,520.66
wilt,-3.0703835487365723,2,False,-0.26367824981324955,-0.07091694194986892,-2.96309757232666,520.74,521.02
u,-1.2734816074371338,2,False,,-0.008126646997995248,-2.099416494369507,521.08,521.1
graag,-2.3978681564331055,3,False,-0.3347295167663961,-0.14258050891033003,-2.499462604522705,521.24,521.52
boeken,-4.245816707611084,2,False,-0.05204278098535304,-0.20898271886946168,-2.348143219947815,526.98,527.4
wil,-3.0072576999664307,2,False,,-0.20892582635382487,-2.4667776823043823,527.72,527.78
kirkenes,-7.6356072425842285,1,False,-0.0458461827300784,-0.11952677352275719,-2.0267419815063477,527.94,536.06
slagroeier,-7.276198863983154,1,False,-0.04946329917198105,0.2612544562257985,-1.909200370311737,536.08,540.04
dit,-3.041675329208374,1,False,,0.2932682181123182,-2.6921480894088745,540.06,540.18
eten,-3.1594908237457275,2,False,-0.39158208912420617,-0.0622412574162299,-2.7066080570220947,540.26,540.5
het,-2.246877908706665,3,False,,-0.12192715451738541,-2.8033872842788696,540.64,540.76
beste,-3.223175048828125,2,False,-0.3276143235827037,-0.04294845898582882,-2.368736505508423,540.82,541.12
makenik,-7.583156108856201,1,False,-0.0420143024197704,-0.1929937150208287,-1.6324801445007324,541.3,547.34
wil,-1.2890042066574097,2,False,-0.2741249383066862,-0.12982975057146331,-2.6278053522109985,547.46,547.66
zelf,-3.62713885307312,2,False,-0.2727313333316728,-0.13661223274209233,-1.9797001481056213,547.8,548.08
koken,-2.820082902908325,3,False,-0.25662732227165375,-0.16859272805501738,-2.082553744316101,548.28,548.64
waarom,-3.612610340118408,2,False,-0.05473897801692537,-0.22321699927048053,-2.0958056449890137,552.54,552.92
vindt,-3.757157802581787,2,False,-0.2798940098113787,-0.11317441379768547,-2.183595061302185,553.02,553.3
u,-0.9077620506286621,3,False,,-0.07648431172215371,-1.881946623325348,553.36,553.38
dat,-0.7812352180480957,4,False,-0.3106186405680369,-0.1385513760204502,-2.287919759750366,553.48,553.64
zo,-1.7266391515731812,5,False,,-0.11425702125490118,-1.9618732333183289,553.7,553.76
lekker,-3.053407907485962,3,False,-0.28838934120902054,-0.17385085417076318,-2.2326892614364624,553.98,554.3
omdat,-2.9516184329986572,3,False,-0.051465948959692386,-0.20723499609871462,-2.2962253093719482,556.0,556.56
ik,-0.9270148277282715,4,False,-0.305714116017544,-0.18181941460797432,-2.174627661705017,556.86,557.0
zelf,-3.005500078201294,3,False,-0.08403606982227872,-0.21294086831965353,-2.210777163505554,558.22,558.54
heb,-2.506453275680542,3,False,,-0.09590057494851753,-2.52819561958313,558.64,558.74
gemaakt,-1.3546656370162964,4,False,-0.15017998586329942,-0.16488665841955408,-2.636353015899658,558.94,559.36
bedankt,-4.973330020904541,2,False,-0.046789831099929874,-0.20290355672937627,-2.6474010944366455,562.06,562.48
voor,-1.2551836967468262,3,False,,-0.14690354403334188,-1.9098939299583435,562.66,562.78
het,-0.5087137818336487,4,False,-0.323351065370987,-0.13484585329427962,-2.5242544412612915,562.92,563.08
meedoen,-3.330263137817383,4,False,-0.05353359024909547,-0.14762681649316242,-1.6513286232948303,563.2,565.96
